Tag	dynamicColors	mergedColors
THEMIS	red	magenta
TFPT	cyan	cyan
ZC3H12B	blue	cyan
TRAF5	tan	tan
CST2	pink	turquoise
ATXN7L1	blue	cyan
NXF3	grey	grey
FNDC4	pink	turquoise
SUCO	green	cyan
B4GALT4	green	cyan
CDIP1	turquoise	turquoise
IGFLR1	red	magenta
CSNK1D	black	cyan
AMH	brown	brown
NAIF1	yellow	cyan
ACBD4	turquoise	turquoise
CCNB2	brown	brown
ADAMTS15	turquoise	turquoise
ZDHHC4	yellow	cyan
EHHADH	green	cyan
USP46	blue	cyan
RNF146	blue	cyan
HHLA2	grey	grey
KLRD1	red	magenta
MRPL18	brown	brown
GPR143	grey	grey
KNTC1	brown	brown
PIF1	brown	brown
ECM2	turquoise	turquoise
NCAPH	brown	brown
PCIF1	greenyellow	greenyellow
LMO7	grey	grey
SHPRH	blue	cyan
MICALL1	yellow	cyan
RHOV	turquoise	turquoise
KIF21A	green	cyan
ANO10	yellow	cyan
RAB22A	greenyellow	greenyellow
EYA3	yellow	cyan
GLB1L	grey	grey
EDC4	yellow	cyan
LPIN3	greenyellow	greenyellow
C11orf80	grey	grey
TACC2	blue	cyan
GDI2	brown	brown
PDE6G	red	magenta
INTS1	yellow	cyan
STAU2	blue	cyan
PAFAH1B2	brown	brown
RPL36A	grey	grey
KRT18	grey	grey
AGPAT4	turquoise	turquoise
ZNF570	turquoise	turquoise
COLGALT1	black	cyan
NCKIPSD	black	cyan
LIPF	grey	grey
NDUFS2	brown	brown
UBQLN4	black	cyan
NAA16	blue	cyan
SIX2	turquoise	turquoise
HABP4	turquoise	turquoise
RBP5	red	magenta
PDE4D	turquoise	turquoise
RNF180	turquoise	turquoise
KBTBD2	blue	cyan
KANSL1L	blue	cyan
C4BPA	grey	grey
MFAP3	salmon	cyan
PRSS8	grey	grey
FBXL2	turquoise	turquoise
HPS5	lightcyan	lightcyan
PRCP	purple	turquoise
TMEM82	grey	grey
ATG4A	green	cyan
MEGF8	yellow	cyan
CSRNP1	purple	turquoise
MUCL3	grey	grey
THAP4	black	cyan
TNFSF18	red	magenta
IRF2BP2	yellow	cyan
VSIG1	grey	grey
PCGF6	brown	brown
CDYL2	blue	cyan
PDE9A	turquoise	turquoise
DUS3L	black	cyan
CEP350	blue	cyan
CRYBG3	blue	cyan
EMC10	cyan	cyan
NBN	brown	brown
RAB27B	salmon	cyan
TBC1D10C	red	magenta
SDR16C5	grey	grey
DTD2	green	cyan
ZFP37	blue	cyan
MAPK11	purple	turquoise
TWSG1	turquoise	turquoise
JOSD2	cyan	cyan
LMBR1	green	cyan
RFXAP	blue	cyan
SPOCK2	red	magenta
SETX	blue	cyan
CFAP69	blue	cyan
PTDSS2	black	cyan
AMER1	yellow	cyan
HSPA4	salmon	cyan
TCIRG1	yellow	cyan
PTK6	grey	grey
TIMELESS	brown	brown
NLK	green	cyan
TRIB1	grey	grey
FOXO4	yellow	cyan
MAN2C1	yellow	cyan
SLC25A29	yellow	cyan
LEPR	turquoise	turquoise
CPQ	turquoise	turquoise
ZC4H2	grey	grey
GFER	black	cyan
SH2D1A	red	magenta
DLL1	purple	turquoise
THBS1	pink	turquoise
GPIHBP1	turquoise	turquoise
LRRC10B	turquoise	turquoise
AGMAT	brown	brown
C9orf64	yellow	cyan
SERPINF2	grey	grey
STK17A	red	magenta
UTRN	turquoise	turquoise
TLR5	turquoise	turquoise
CEP126	turquoise	turquoise
PLEKHG4	brown	brown
NIPAL2	blue	cyan
GPSM3	red	magenta
EIF3M	brown	brown
KIF23	brown	brown
TUBGCP4	green	cyan
CAMTA2	yellow	cyan
SUGCT	pink	turquoise
TMUB2	yellow	cyan
WDR47	blue	cyan
SAMD5	grey	grey
GMPS	green	cyan
ZNF430	blue	cyan
WDR31	blue	cyan
YTHDC2	salmon	cyan
HABP2	grey	grey
NT5M	grey	grey
POLD3	green	cyan
RFXANK	black	cyan
PLA2G2A	grey	grey
MAK	blue	cyan
RNF128	grey	grey
ZNF101	red	magenta
HOXA10	grey	grey
ICMT	black	cyan
FMNL1	red	magenta
TERT	brown	brown
UTP20	green	cyan
ECI2	grey	grey
KCNMA1	turquoise	turquoise
ARHGAP9	red	magenta
PLBD1	grey	grey
DENND1C	red	magenta
OAS1	lightcyan	lightcyan
PLEKHS1	grey	grey
C6orf58	grey	grey
UGDH	green	cyan
XRRA1	yellow	cyan
TRIM47	grey	grey
CBLN3	turquoise	turquoise
CLK2	tan	tan
STT3B	green	cyan
ZNF717	blue	cyan
FAM50B	grey	grey
MCPH1	blue	cyan
FBN2	blue	cyan
AFMID	brown	brown
SLC22A3	grey	grey
NUTF2	brown	brown
EPHB4	yellow	cyan
RPS4Y1	grey	grey
ANAPC2	brown	brown
KCP	grey	grey
C7	turquoise	turquoise
TET1	blue	cyan
ALG10B	blue	cyan
PRKCI	green	cyan
CNNM4	green	cyan
EBF2	turquoise	turquoise
INTS5	black	cyan
PRDM1	red	magenta
CLTRN	grey	grey
YKT6	yellow	cyan
NOC3L	green	cyan
IL10RB	grey	grey
ERFE	pink	turquoise
FTSJ1	brown	brown
PAK1	green	cyan
TMEM229A	grey	grey
ZNF189	blue	cyan
WRN	blue	cyan
ZMAT3	blue	cyan
LHFPL2	magenta	magenta
PODXL2	grey	grey
RASGRP3	red	magenta
FFAR4	grey	grey
PRPF3	tan	tan
ANKRD12	blue	cyan
TIMP3	pink	turquoise
DLD	green	cyan
SSBP2	turquoise	turquoise
DPEP2	red	magenta
ZXDC	black	cyan
PPP1R9B	black	cyan
CCNE2	brown	brown
LDB3	turquoise	turquoise
SDC4	grey	grey
NAGLU	yellow	cyan
KITLG	blue	cyan
PSMB1	brown	brown
MYOM3	grey	grey
AMPH	turquoise	turquoise
APH1A	black	cyan
IGSF6	magenta	magenta
SMS	brown	brown
ITGB4	yellow	cyan
TOX3	grey	grey
METTL3	green	cyan
SERAC1	blue	cyan
ZNF496	yellow	cyan
SLIRP	turquoise	turquoise
NR4A3	purple	turquoise
ITGB2	magenta	magenta
IPPK	yellow	cyan
LAMA2	turquoise	turquoise
CDH16	grey	grey
SCARB1	brown	brown
THOP1	brown	brown
SS18L1	greenyellow	greenyellow
SNAI3	red	magenta
ZGPAT	greenyellow	greenyellow
UBE2G1	blue	cyan
CRTAM	red	magenta
ERH	brown	brown
TNC	turquoise	turquoise
GPR3	brown	brown
CRKL	black	cyan
NATD1	turquoise	turquoise
NUSAP1	brown	brown
ARID3A	greenyellow	greenyellow
PTGFR	turquoise	turquoise
CASP5	grey	grey
PEX7	brown	brown
MLST8	black	cyan
MAPK14	blue	cyan
UBXN11	brown	brown
RREB1	yellow	cyan
THY1	pink	turquoise
TMED9	black	cyan
POLR3G	brown	brown
GPRASP1	turquoise	turquoise
ADCY3	black	cyan
NT5DC2	brown	brown
CDKL2	turquoise	turquoise
RAVER2	blue	cyan
PRPSAP1	green	cyan
FAM13C	turquoise	turquoise
CYP1B1	turquoise	turquoise
NAB1	blue	cyan
ZMYND11	blue	cyan
GOLGA7B	grey	grey
COX6A1	turquoise	turquoise
CDK2AP2	brown	brown
GBF1	yellow	cyan
CEP85L	red	magenta
RAB15	grey	grey
CDH17	grey	grey
CCNQ	brown	brown
UBL4A	black	cyan
DPP4	grey	grey
TFB1M	brown	brown
HOXB7	grey	grey
MBOAT2	blue	cyan
FAM210B	grey	grey
SMO	turquoise	turquoise
ABL2	blue	cyan
SLC8A1	turquoise	turquoise
NPTX2	pink	turquoise
TFF2	grey	grey
YEATS4	green	cyan
GRB14	grey	grey
WASHC4	blue	cyan
DLX4	brown	brown
HUS1	green	cyan
PLIN3	black	cyan
PRMT9	blue	cyan
CHST4	grey	grey
HNRNPUL2-BSCL2	black	cyan
CCDC57	yellow	cyan
KDM4A	yellow	cyan
PHETA2	pink	turquoise
ANG	grey	grey
PHYHD1	turquoise	turquoise
DCUN1D1	green	cyan
NR2C2	blue	cyan
LCP1	red	magenta
CAAP1	blue	cyan
CARD17	red	magenta
SDHD	brown	brown
MET	green	cyan
PLBD2	pink	turquoise
CHMP1B	blue	cyan
COLEC12	turquoise	turquoise
ZNF385A	magenta	magenta
BRWD1	blue	cyan
WDR35	blue	cyan
FGD3	red	magenta
PARD3B	turquoise	turquoise
CD22	red	magenta
PARVG	red	magenta
MANSC1	grey	grey
ABCG1	magenta	magenta
TUB	turquoise	turquoise
KYAT3	salmon	cyan
RANBP6	blue	cyan
NUFIP1	brown	brown
MFSD4B	blue	cyan
BTK	red	magenta
HSF1	midnightblue	midnightblue
PLEKHA8	green	cyan
XKRX	grey	grey
SLC16A6	red	magenta
CHFR	red	magenta
SERPINB9	red	magenta
CCR1	magenta	magenta
GDPD3	grey	grey
FNBP1L	green	cyan
OPN3	yellow	cyan
NKIRAS1	blue	cyan
PRR26	grey	grey
SAP30L	blue	cyan
PRKAR1A	blue	cyan
BOLA3	brown	brown
PDXK	black	cyan
SERTAD3	cyan	cyan
AAAS	black	cyan
EPHX4	grey	grey
XPO6	yellow	cyan
GALNT10	yellow	cyan
CBX5	blue	cyan
EXT1	yellow	cyan
ELMSAN1	yellow	cyan
C4orf46	brown	brown
PIP5K1C	turquoise	turquoise
ATP11A	greenyellow	greenyellow
SELE	purple	turquoise
DCXR	brown	brown
PROM1	grey	grey
ZNF775	black	cyan
RADX	grey	grey
ZNF621	blue	cyan
POLR3D	yellow	cyan
FAM107A	turquoise	turquoise
TMA7	grey	grey
DENND4C	blue	cyan
RBM6	tan	tan
JUN	turquoise	turquoise
AATK	grey	grey
LAMP3	red	magenta
CUL4B	blue	cyan
EBPL	brown	brown
SLC40A1	grey	grey
RASL10B	grey	grey
FGD1	turquoise	turquoise
C1orf54	magenta	magenta
IL33	turquoise	turquoise
ANKRD16	grey	grey
SRD5A1	brown	brown
TINAG	grey	grey
HNRNPAB	brown	brown
MAOB	turquoise	turquoise
MAMSTR	grey	grey
DDX11	brown	brown
ZNF749	yellow	cyan
DHRSX	grey	grey
GRPEL2	green	cyan
GAS8	yellow	cyan
FFAR2	magenta	magenta
MT1E	grey	grey
ZNF829	turquoise	turquoise
MRTFA	yellow	cyan
MKX	turquoise	turquoise
BAG2	turquoise	turquoise
DERL3	red	magenta
PRDX2	brown	brown
SAMD4B	cyan	cyan
SPTBN1	yellow	cyan
BATF2	lightcyan	lightcyan
GAS6	turquoise	turquoise
APOL4	magenta	magenta
SKP2	brown	brown
GUCA2B	grey	grey
HEXD	yellow	cyan
DBN1	pink	turquoise
DCAF16	blue	cyan
MLKL	lightcyan	lightcyan
PISD	black	cyan
HCAR2	magenta	magenta
TSPYL5	turquoise	turquoise
PARD6G	turquoise	turquoise
CTSZ	magenta	magenta
SLC25A37	green	cyan
ZNF692	tan	tan
TP53I11	grey	grey
NT5C2	blue	cyan
THNSL2	grey	grey
WASL	blue	cyan
ALDH1A3	turquoise	turquoise
MNS1	grey	grey
ZKSCAN4	blue	cyan
PTK2B	red	magenta
EVA1C	turquoise	turquoise
GNS	yellow	cyan
LAPTM4B	grey	grey
ZCCHC24	turquoise	turquoise
FUT6	grey	grey
MTMR4	yellow	cyan
ADAM15	yellow	cyan
ENPEP	purple	turquoise
C16orf91	brown	brown
USP13	blue	cyan
BCL2	red	magenta
ZBTB47	turquoise	turquoise
TSTD2	blue	cyan
ATOH1	grey	grey
NBPF3	yellow	cyan
NUPR2	grey	grey
ITPK1	yellow	cyan
DCAF17	blue	cyan
BEX5	grey	grey
PHTF2	blue	cyan
XAB2	black	cyan
TBC1D31	brown	brown
PRF1	red	magenta
SLC17A4	grey	grey
HSD17B11	grey	grey
FMN1	blue	cyan
ALPG	grey	grey
SH2B2	red	magenta
GNG2	red	magenta
DLG1	green	cyan
BTBD11	grey	grey
PIK3R6	red	magenta
RUNX1T1	turquoise	turquoise
GLI1	pink	turquoise
MEGF9	blue	cyan
NIPAL1	grey	grey
CA8	grey	grey
PRPF6	greenyellow	greenyellow
IL1R1	pink	turquoise
KANK4	grey	grey
LZTS2	turquoise	turquoise
CYLD	red	magenta
MFSD2A	grey	grey
RAPGEF3	purple	turquoise
CPE	turquoise	turquoise
RELL1	yellow	cyan
TTLL7	turquoise	turquoise
TCEAL2	turquoise	turquoise
ATG2A	black	cyan
KLF7	turquoise	turquoise
CAPN15	yellow	cyan
STX19	grey	grey
PIM3	black	cyan
CREB3L2	turquoise	turquoise
CDCA7L	green	cyan
PRRT1	turquoise	turquoise
TEX45	grey	grey
UBAP1	yellow	cyan
BRAT1	midnightblue	midnightblue
ZKSCAN5	yellow	cyan
CXXC1	yellow	cyan
SLC4A7	blue	cyan
ZFYVE27	black	cyan
KBTBD12	grey	grey
RABAC1	grey	grey
RPS18	brown	brown
ARL15	purple	turquoise
ESAM	purple	turquoise
YPEL3	turquoise	turquoise
MYCBP2	blue	cyan
SH2B1	black	cyan
KEAP1	black	cyan
WNT4	grey	grey
ROCK1	blue	cyan
ABLIM2	grey	grey
C1QA	magenta	magenta
FBXO11	blue	cyan
TBX2	purple	turquoise
SRD5A3	grey	grey
SASH1	purple	turquoise
ETNK2	turquoise	turquoise
CENPBD1	greenyellow	greenyellow
NXPE3	red	magenta
ERMAP	blue	cyan
CCDC9B	turquoise	turquoise
TPST2	yellow	cyan
OSR1	turquoise	turquoise
CHCHD10	grey	grey
PRELID1	brown	brown
EIF2B2	brown	brown
SLC26A1	yellow	cyan
PDE4C	grey	grey
FHL5	purple	turquoise
TMEM220	grey	grey
DKK1	grey	grey
SNRK	blue	cyan
SEC31B	tan	tan
FKBP2	grey	grey
VCP	yellow	cyan
SPON2	pink	turquoise
MT1H	grey	grey
PLCL2	red	magenta
INPP5A	turquoise	turquoise
TBC1D1	turquoise	turquoise
ARL4C	pink	turquoise
PDE10A	purple	turquoise
LDB2	purple	turquoise
KIAA1257	grey	grey
ZNF117	grey	grey
SHISA2	pink	turquoise
TMEM192	blue	cyan
POU2F3	grey	grey
PRKCZ	brown	brown
ATAD2	brown	brown
AGTRAP	grey	grey
OSBP	green	cyan
RPS6KA3	blue	cyan
HIST1H2AH	brown	brown
GFM2	salmon	cyan
MTG2	greenyellow	greenyellow
TMEM163	grey	grey
SALL4	greenyellow	greenyellow
ISM1	turquoise	turquoise
SIRPB1	magenta	magenta
NCALD	turquoise	turquoise
GOT1	brown	brown
MB21D2	pink	turquoise
LGALS1	pink	turquoise
SMTNL1	red	magenta
MAN2B1	magenta	magenta
ZNF860	yellow	cyan
CLEC4E	magenta	magenta
CDK1	brown	brown
YME1L1	green	cyan
ERP27	grey	grey
GON7	brown	brown
CRISPLD1	turquoise	turquoise
MAP3K9	green	cyan
KLF12	turquoise	turquoise
CEP104	yellow	cyan
NKD2	grey	grey
RPRD2	blue	cyan
EIF3L	black	cyan
KIAA0930	yellow	cyan
APEX1	brown	brown
TMEM126B	green	cyan
LFNG	grey	grey
TARBP2	black	cyan
ZFAND2A	grey	grey
HSPD1	brown	brown
KPNA4	green	cyan
AP1G2	green	cyan
SSBP1	brown	brown
NUDT11	turquoise	turquoise
PPP1R21	blue	cyan
FUCA2	brown	brown
C1RL	turquoise	turquoise
CXCL11	red	magenta
CYP26B1	grey	grey
SPTAN1	yellow	cyan
CNTLN	turquoise	turquoise
FAM110D	purple	turquoise
UQCC1	greenyellow	greenyellow
MACROD2	grey	grey
LRP8	brown	brown
GREM1	turquoise	turquoise
GZMK	red	magenta
SEC24D	salmon	cyan
NLRC5	red	magenta
P4HTM	yellow	cyan
TP53BP1	yellow	cyan
TOMM34	greenyellow	greenyellow
PTPN20	grey	grey
MPRIP	yellow	cyan
RIMKLA	grey	grey
WWTR1	turquoise	turquoise
LTB4R2	blue	cyan
HHIP	turquoise	turquoise
CYP4B1	grey	grey
PMAIP1	brown	brown
RANBP10	yellow	cyan
TOP2B	blue	cyan
GINS2	brown	brown
MFN1	green	cyan
HDAC6	yellow	cyan
PTP4A3	turquoise	turquoise
RTN1	red	magenta
TMEM38B	brown	brown
SPDYC	grey	grey
TXNDC11	yellow	cyan
STARD13	turquoise	turquoise
TLR1	red	magenta
BANK1	red	magenta
BCAS3	yellow	cyan
OCLM	tan	tan
CLEC2B	red	magenta
TRNP1	grey	grey
MMP19	pink	turquoise
PSMB8	lightcyan	lightcyan
PSMA4	brown	brown
MYOCD	turquoise	turquoise
RAPH1	yellow	cyan
OIT3	grey	grey
SIPA1L1	blue	cyan
BRD3	yellow	cyan
PIMREG	brown	brown
SLIT2	turquoise	turquoise
DHX33	brown	brown
DCK	green	cyan
ZNF146	green	cyan
CHCHD1	brown	brown
THOC3	brown	brown
MESP1	grey	grey
GDPGP1	grey	grey
MCOLN1	magenta	magenta
HSD17B4	salmon	cyan
APC2	yellow	cyan
VPS36	blue	cyan
MEOX1	purple	turquoise
DUSP4	grey	grey
ID4	turquoise	turquoise
CFAP410	grey	grey
ARFGAP1	greenyellow	greenyellow
WNT9A	turquoise	turquoise
TBC1D12	blue	cyan
C11orf98	brown	brown
ZNF14	blue	cyan
KLC4	yellow	cyan
CCDC3	purple	turquoise
NPRL3	black	cyan
SLC5A3	green	cyan
TMC4	grey	grey
S100B	red	magenta
TSPAN18	turquoise	turquoise
PTPMT1	brown	brown
SLC2A6	grey	grey
VHL	yellow	cyan
ZNF595	grey	grey
IRF4	red	magenta
CLEC4A	magenta	magenta
TMEM167A	salmon	cyan
SLAMF7	red	magenta
NAV2	turquoise	turquoise
ACBD5	green	cyan
DGCR2	black	cyan
RAI2	turquoise	turquoise
ENO2	grey	grey
SLC2A10	grey	grey
KIAA2013	brown	brown
ALG11	blue	cyan
AGPAT1	black	cyan
TRPC6	purple	turquoise
KIAA0753	blue	cyan
ZNF135	turquoise	turquoise
PXMP2	brown	brown
SLC39A11	grey	grey
FAM172A	turquoise	turquoise
PTPRO	grey	grey
NOL3	red	magenta
ALOX5AP	magenta	magenta
HIST3H2BB	grey	grey
TIAM2	grey	grey
CSF1	magenta	magenta
MFSD12	black	cyan
FLT1	purple	turquoise
SPAG16	grey	grey
RAI14	turquoise	turquoise
MYO1D	yellow	cyan
ADAMTSL5	grey	grey
MSL1	green	cyan
SHROOM3	yellow	cyan
SOCS7	yellow	cyan
HK1	yellow	cyan
CDC42SE2	salmon	cyan
VARS2	yellow	cyan
MCTP1	purple	turquoise
CCDC61	cyan	cyan
DPCD	brown	brown
ZNF100	blue	cyan
ATP1A1	yellow	cyan
DHRS4L2	grey	grey
LYRM7	salmon	cyan
RHBDF2	yellow	cyan
ACADSB	blue	cyan
HLA-A	red	magenta
HTRA3	pink	turquoise
MFSD9	yellow	cyan
DARS2	brown	brown
ESCO2	brown	brown
ATF7IP2	grey	grey
SLC27A4	brown	brown
BBOF1	turquoise	turquoise
VPS9D1	yellow	cyan
C5orf24	salmon	cyan
RHEBL1	brown	brown
TMEM179B	brown	brown
TAF8	yellow	cyan
ZNF174	yellow	cyan
RTCA	green	cyan
KIAA1217	yellow	cyan
SLC10A3	black	cyan
PHOSPHO2	blue	cyan
ARMC10	brown	brown
WDCP	green	cyan
DRAP1	grey	grey
SEPTIN8	yellow	cyan
ZC3H13	tan	tan
LRFN4	brown	brown
SLK	blue	cyan
PTAFR	magenta	magenta
C1orf115	grey	grey
TMCC2	turquoise	turquoise
DNMT1	brown	brown
GOLGA2	yellow	cyan
ZNF652	blue	cyan
SUPT16H	green	cyan
NRP2	turquoise	turquoise
TRIM26	black	cyan
CDC42EP3	turquoise	turquoise
GJA5	purple	turquoise
PCSK4	grey	grey
LRRN1	grey	grey
BEND3	brown	brown
MSH5	tan	tan
ALDH5A1	yellow	cyan
HEYL	pink	turquoise
ADAM9	green	cyan
CCND3	yellow	cyan
ARHGAP19	green	cyan
FECH	yellow	cyan
SGCD	turquoise	turquoise
CBX4	brown	brown
FRMD5	grey	grey
SOS2	blue	cyan
SECTM1	magenta	magenta
SEC61B	grey	grey
BZW2	brown	brown
S100A8	magenta	magenta
NT5C3A	turquoise	turquoise
CKAP2	brown	brown
SLC44A2	yellow	cyan
FANCM	green	cyan
INPP4B	blue	cyan
NOP53	cyan	cyan
CDCA8	brown	brown
FADD	black	cyan
GOLPH3L	green	cyan
CPSF3	brown	brown
PARD3	yellow	cyan
MRPL37	brown	brown
WDR45B	green	cyan
EZH1	turquoise	turquoise
OCEL1	grey	grey
MOCS3	greenyellow	greenyellow
GPC6	pink	turquoise
CD24	grey	grey
TBCEL	turquoise	turquoise
BMP2	grey	grey
MOGAT3	grey	grey
GPHN	green	cyan
MPP5	blue	cyan
C17orf53	brown	brown
CCR2	red	magenta
SMIM15	salmon	cyan
NPAS2	yellow	cyan
NEIL2	grey	grey
CXCL1	turquoise	turquoise
ZBTB26	blue	cyan
HSPA12B	purple	turquoise
REG1A	grey	grey
TMCC3	red	magenta
TSHZ1	turquoise	turquoise
DERL1	brown	brown
GINM1	turquoise	turquoise
SNRNP48	brown	brown
YPEL1	turquoise	turquoise
CLDN1	grey	grey
LPCAT1	yellow	cyan
SEMA3C	turquoise	turquoise
EPS8	blue	cyan
CD207	red	magenta
HLA-DRA	magenta	magenta
VWA8	blue	cyan
PAXIP1	green	cyan
NARS2	brown	brown
PPIC	grey	grey
EFHD1	turquoise	turquoise
AK7	grey	grey
FOLR1	grey	grey
MSH6	green	cyan
DTX1	red	magenta
FAM222A	grey	grey
TNFRSF13C	red	magenta
CDCA7	brown	brown
JCHAIN	red	magenta
ZBTB34	blue	cyan
EGR4	grey	grey
VMP1	green	cyan
DNAL4	black	cyan
SCD	brown	brown
MEA1	brown	brown
MTRNR2L10	yellow	cyan
LMNB1	brown	brown
NEK4	green	cyan
HACD4	turquoise	turquoise
CCL25	grey	grey
SELENOW	turquoise	turquoise
DHX57	blue	cyan
PPIP5K1	yellow	cyan
RO60	blue	cyan
WBP1	yellow	cyan
TRIM16	grey	grey
ABHD13	blue	cyan
FAM53B	yellow	cyan
SPATC1L	grey	grey
PSPH	brown	brown
CENPQ	brown	brown
SCRN2	grey	grey
USP25	blue	cyan
BEND5	turquoise	turquoise
LARP1B	green	cyan
MCIDAS	brown	brown
NUCB1	cyan	cyan
ZNF131	green	cyan
PTPN21	turquoise	turquoise
RPL34	grey	grey
TBC1D5	blue	cyan
LIPA	magenta	magenta
KCNF1	grey	grey
HIF3A	turquoise	turquoise
RBM28	green	cyan
ADAMTS7	purple	turquoise
TBC1D14	yellow	cyan
NET1	grey	grey
SKAP1	red	magenta
IFT172	yellow	cyan
INPP5K	yellow	cyan
FNDC5	turquoise	turquoise
SBDS	grey	grey
LANCL1	blue	cyan
CXCL16	grey	grey
FUT2	grey	grey
CHIT1	magenta	magenta
NONO	black	cyan
LRRC73	grey	grey
IFT57	green	cyan
TMEM51	grey	grey
EVA1A	grey	grey
C6orf223	grey	grey
NDUFB6	brown	brown
NSUN5	brown	brown
ARMCX2	turquoise	turquoise
ALG1L	grey	grey
CD70	red	magenta
BTN3A1	red	magenta
TRMT11	green	cyan
CREB5	turquoise	turquoise
SSH1	yellow	cyan
RASEF	grey	grey
SGSM3	yellow	cyan
ERICH2	grey	grey
SEMA4F	yellow	cyan
RASSF1	yellow	cyan
MED22	yellow	cyan
LRRC37B	blue	cyan
F2RL1	grey	grey
ST6GALNAC2	grey	grey
KBTBD11	grey	grey
FGFR1	turquoise	turquoise
CCDC69	turquoise	turquoise
CKAP2L	brown	brown
ACCS	tan	tan
AFDN	blue	cyan
FEM1C	salmon	cyan
TFPI2	purple	turquoise
MRC1	magenta	magenta
MAPK13	brown	brown
UHRF1BP1L	blue	cyan
CFTR	grey	grey
IFIT1	lightcyan	lightcyan
PRDM6	turquoise	turquoise
LRRC8D	green	cyan
CLSPN	brown	brown
RYR2	turquoise	turquoise
LDLR	green	cyan
BOK	grey	grey
SLC9B2	grey	grey
RASGRP1	red	magenta
CCDC80	pink	turquoise
ACBD7	green	cyan
SLC39A5	grey	grey
RBM7	brown	brown
NF1	blue	cyan
AP1G1	yellow	cyan
SERPINA3	grey	grey
LRRN2	turquoise	turquoise
RSL1D1	green	cyan
DHX32	blue	cyan
FBL	brown	brown
RNASE6	magenta	magenta
BST2	lightcyan	lightcyan
HRCT1	grey	grey
RIN1	grey	grey
MKKS	greenyellow	greenyellow
PTGES3L	turquoise	turquoise
CSTB	grey	grey
ZMYM2	blue	cyan
EVL	red	magenta
PDK4	turquoise	turquoise
STRN	blue	cyan
ENGASE	yellow	cyan
PMPCA	brown	brown
EIF2AK4	blue	cyan
MEX3B	pink	turquoise
PIGL	blue	cyan
ATF6B	black	cyan
PFKL	black	cyan
PKP1	grey	grey
AKAP1	yellow	cyan
SGSM1	grey	grey
ACAD10	yellow	cyan
DPYSL2	turquoise	turquoise
SAC3D1	brown	brown
DEPP1	pink	turquoise
EMC1	black	cyan
MS4A8	grey	grey
UFM1	green	cyan
TLE1	yellow	cyan
IGFBP5	pink	turquoise
RPL28	grey	grey
PHF11	lightcyan	lightcyan
NUP214	yellow	cyan
PRKCSH	black	cyan
TMEM45B	turquoise	turquoise
RGS11	turquoise	turquoise
SPON1	turquoise	turquoise
LRCH1	blue	cyan
WTIP	turquoise	turquoise
RAD21	brown	brown
CKMT1B	grey	grey
NEDD1	green	cyan
SMARCAD1	green	cyan
ZNF689	black	cyan
LY6D	grey	grey
TBCCD1	green	cyan
CD83	red	magenta
ZMYM4	blue	cyan
SUCLA2	green	cyan
TWF2	black	cyan
BDP1	blue	cyan
MIER3	salmon	cyan
ERO1A	green	cyan
PLEKHB1	grey	grey
MAP4K2	yellow	cyan
TRIM56	yellow	cyan
APLP1	grey	grey
KLHL28	blue	cyan
AGPS	green	cyan
RNF208	red	magenta
PTPN9	yellow	cyan
TMEM150C	turquoise	turquoise
PGLS	grey	grey
OTULINL	grey	grey
LMF2	brown	brown
COBLL1	blue	cyan
C7orf26	yellow	cyan
RBM5	blue	cyan
USP33	blue	cyan
ZNF283	blue	cyan
LRMDA	grey	grey
C20orf27	greenyellow	greenyellow
ATF6	blue	cyan
SLC25A3	brown	brown
CDK5RAP1	greenyellow	greenyellow
VBP1	brown	brown
MYO10	yellow	cyan
PAPLN	turquoise	turquoise
CCZ1B	green	cyan
ZNF573	blue	cyan
NPIPB11	tan	tan
ATP6V1C2	grey	grey
EPHX3	grey	grey
C8G	grey	grey
SNCA	turquoise	turquoise
NUMB	blue	cyan
MAN2A1	salmon	cyan
WASF3	turquoise	turquoise
DCAF15	black	cyan
SERPINB1	grey	grey
TIMM17A	brown	brown
PRICKLE2	turquoise	turquoise
NUP43	green	cyan
ZNF335	greenyellow	greenyellow
ARMC9	turquoise	turquoise
TUBGCP3	green	cyan
PIAS3	yellow	cyan
SPEG	turquoise	turquoise
PAPOLA	green	cyan
ISL2	turquoise	turquoise
AK8	grey	grey
RIPOR1	turquoise	turquoise
RAB7B	pink	turquoise
ACKR3	purple	turquoise
INO80	blue	cyan
IGLL5	red	magenta
DDC	grey	grey
PLS3	grey	grey
GJB4	grey	grey
LNX1	grey	grey
B4GALT1	yellow	cyan
PLCXD1	grey	grey
ASCC3	green	cyan
TTC13	green	cyan
PANK1	brown	brown
TIGD2	green	cyan
EMX1	grey	grey
ZNF275	blue	cyan
ADAM10	green	cyan
FOS	grey	grey
PRR22	brown	brown
DSE	magenta	magenta
GPRC5A	grey	grey
MAFF	grey	grey
MRPL1	brown	brown
ARHGAP8	green	cyan
MCU	salmon	cyan
FBXW4	yellow	cyan
PEX6	grey	grey
ULBP2	grey	grey
IMPDH1	brown	brown
SLC39A8	grey	grey
VWA5A	grey	grey
UNC5C	purple	turquoise
MTTP	grey	grey
YTHDF1	greenyellow	greenyellow
DPY19L4	brown	brown
SENP2	green	cyan
CYFIP2	red	magenta
ARHGEF11	black	cyan
GOLGA1	blue	cyan
SLC1A3	magenta	magenta
HAAO	grey	grey
CARM1	black	cyan
NCBP1	green	cyan
DNAH1	tan	tan
