Tag	geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId	DB
24	hsa04024	cAMP signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04024+10000+10398+10411+10846+11069+111+115+134+154+1909+196883+2149+2550+2735+2737+2770+2771+3725+4659+477+482+4852+4881+493+5021+5139+5141+5144+5348+5350+5566+5567+5602+5727+5732+5733+6237+6262+64399+64764+7434+775+818+9586	183	44	22.7634952157429	1.93291933347609	8.00919084820162e-06	9.97811693171785e-05	10000;10398;10411;10846;11069;111;115;134;154;1909;196883;2149;2550;2735;2737;2770;2771;3725;4659;477;482;4852;4881;493;5021;5139;5141;5144;5348;5350;5566;5567;5602;5727;5732;5733;6237;6262;64399;64764;7434;775;818;9586	GLI3;PRKACB;PPP1R12A;ATP2B4;GNAI1;ATP1A2;ADCY4;RAPGEF4;MYL9;PTCH1;PDE3A;ADORA1;ADCY5;ADRB2;ATP1B2;AKT3;NPY;PTGER2;PRKACA;VIPR2;FXYD1;GABBR1;F2R;PTGER3;NPR1;PDE4D;JUN;GLI1;RAPGEF3;CREB3L2;PDE10A;HHIP;CREB5;RYR2;PDE4A;CAMK2G;RRAS;MAPK10;EDNRA;CACNA1C;GNAI2;PLN;OXTR;ADCY9	pathway_KEGG
25	hsa05032	Morphine addiction	http://www.kegg.jp/kegg-bin/show_pathway?hsa05032+10681+10846+111+115+134+196883+2550+2563+2770+2771+2775+2788+2791+2869+408+5136+5138+5139+5141+5144+5566+5567+59345+94235	76	24	9.45369200216646	2.53869070353678	8.40045710504e-06	0.000100469466976278	10681;10846;111;115;134;196883;2550;2563;2770;2771;2775;2788;2791;2869;408;5136;5138;5139;5141;5144;5566;5567;59345;94235	PRKACB;GNAO1;GNAI1;ADCY4;PDE3A;ADORA1;ADCY5;PDE1A;PRKACA;ARRB1;GNB5;GABBR1;PDE4D;PDE10A;GNG7;PDE4A;PDE2A;GNAI2;GNG8;GABRD;GNG11;GRK5;GNB4;ADCY9	pathway_KEGG
26	hsa05146	Amoebiasis	http://www.kegg.jp/kegg-bin/show_pathway?hsa05146+1277+1278+1281+1282+1284+1286+1287+1288+1511+2335+2774+2919+3554+3569+3908+3910+3912+3913+3915+5566+5567+7040+7042+7043+7414+87+9630	92	27	11.443942949991	2.35932668643907	1.07994089728614e-05	0.000124193203187906	1277;1278;1281;1282;1284;1286;1287;1288;1511;2335;2774;2919;3554;3569;3908;3910;3912;3913;3915;5566;5567;7040;7042;7043;7414;87;9630	PRKACB;LAMC1;LAMA4;LAMB2;CTSG;ACTN1;FN1;PRKACA;COL4A5;TGFB1;COL4A4;COL3A1;COL4A1;GNAL;LAMA2;IL1R1;CXCL1;TGFB2;COL1A2;COL4A6;LAMB1;GNA14;VCL;TGFB3;COL1A1;COL4A2;IL6	pathway_KEGG
27	hsa04340	Hedgehog signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04340+132884+2619+2735+2736+2737+374654+408+50937+5566+5567+5727+64399+6608+8643+894+91653	41	16	5.10001805380033	3.13724379624057	1.39960160194796e-05	0.000154992918141645	132884;2619;2735;2736;2737;374654;408;50937;5566;5567;5727;64399;6608;8643;894;91653	GLI3;PRKACB;CDON;PTCH2;EVC2;PTCH1;GLI2;CCND2;PRKACA;ARRB1;KIF7;GAS1;SMO;GLI1;HHIP;BOC	pathway_KEGG
28	hsa05217	Basal cell carcinoma	http://www.kegg.jp/kegg-bin/show_pathway?hsa05217+2535+2735+2736+2737+374654+4616+51176+5727+64399+6608+7472+7474+7482+8321+8322+8324+8325+83439+8643	55	19	6.84148763314678	2.7771737696266	1.76015516086814e-05	0.00018795942610699	2535;2735;2736;2737;374654;4616;51176;5727;64399;6608;7472;7474;7482;8321;8322;8324;8325;83439;8643	GLI3;TCF7L1;PTCH2;WNT2B;PTCH1;GLI2;WNT2;FZD8;KIF7;SMO;GLI1;HHIP;FZD1;FZD2;GADD45B;FZD4;WNT5A;LEF1;FZD7	pathway_KEGG
29	hsa04611	Platelet activation	http://www.kegg.jp/kegg-bin/show_pathway?hsa04611+10000+111+115+1277+1278+1281+196883+2149+2770+2771+2977+3690+3708+4638+4659+4846+5028+5566+5567+5592+5600+5739+5742+60+6915+7094+7450+8605+8673+9002	113	30	14.0561473190107	2.13429749412384	3.11724870782903e-05	0.000321399090910649	10000;111;115;1277;1278;1281;196883;2149;2770;2771;2977;3690;3708;4638;4659;4846;5028;5566;5567;5592;5600;5739;5742;60;6915;7094;7450;8605;8673;9002	PRKACB;PPP1R12A;F2RL3;ITPR1;GNAI1;PLA2G4C;ADCY4;VAMP8;ADCY5;AKT3;VWF;PRKACA;NOS3;TLN1;COL3A1;PTGS1;F2R;MYLK;GUCY1A2;MAPK11;COL1A2;PRKG1;P2RY1;COL1A1;GNAI2;PTGIR;TBXA2R;ACTB;ITGB3;ADCY9	pathway_KEGG
30	hsa04610	Complement and coagulation cascades	http://www.kegg.jp/kegg-bin/show_pathway?hsa04610+1191+1675+2+2149+2151+2157+2162+3075+5054+5327+5328+5627+623+624+7056+710+715+716+720+721+730+7450+9002	79	23	9.82686405488355	2.34052286380923	5.55495550229601e-05	0.00054372933572365	1191;1675;2;2149;2151;2157;2162;3075;5054;5327;5328;5627;623;624;7056;710;715;716;720;721;730;7450;9002	F2RL2;F2RL3;CFH;SERPING1;PLAT;CFD;F13A1;VWF;BDKRB1;BDKRB2;F2R;C4A;SERPINE1;C1R;C7;THBD;A2M;C1S;PROS1;PLAU;CLU;F8;C4B	pathway_KEGG
31	hsa05165	Human papillomavirus infection	http://www.kegg.jp/kegg-bin/show_pathway?hsa05165+10000+10014+1277+1278+1282+1284+1286+1287+1288+1291+1292+1293+1311+1978+22801+2335+23462+23493+2535+26508+27175+3371+3672+3678+3679+3680+3690+3693+3908+3910+3912+3913+3915+4854+4855+5159+5523+5526+5566+5567+63923+64764+7057+7058+7059+7060+7148+7450+7472+7474+7482+8321+8322+8324+8325+83439+84552+8516+894+9586+9759	302	61	37.5659866401878	1.623809340728	5.63732756101443e-05	0.00054372933572365	10000;10014;1277;1278;1282;1284;1286;1287;1288;1291;1292;1293;1311;1978;22801;2335;23462;23493;2535;26508;27175;3371;3672;3678;3679;3680;3690;3693;3908;3910;3912;3913;3915;4854;4855;5159;5523;5526;5566;5567;63923;64764;7057;7058;7059;7060;7148;7450;7472;7474;7482;8321;8322;8324;8325;83439;84552;8516;894;9586;9759	HEY2;PRKACB;TCF7L1;COL6A2;LAMC1;LAMA4;WNT2B;LAMB2;HDAC4;COL6A3;CCND2;AKT3;THBS4;FN1;WNT2;FZD8;VWF;PRKACA;EIF4EBP1;COL4A5;ITGA7;COL6A1;COL4A4;NOTCH3;PPP2R3A;COL4A1;PDGFRB;HDAC5;COMP;THBS1;LAMA2;TNC;PARD6G;CREB3L2;HEYL;CREB5;PPP2R5B;FZD1;COL1A2;NOTCH4;FZD2;COL4A6;ITGA9;LAMB1;ITGA5;ITGB5;FZD4;THBS3;ITGA8;WNT5A;COL1A1;ITGA1;TNXB;COL4A2;ITGA11;HEY1;TUBG2;ITGB3;THBS2;FZD7;TNN	pathway_KEGG
32	hsa04916	Melanogenesis	http://www.kegg.jp/kegg-bin/show_pathway?hsa04916+111+115+1910+196883+2535+2770+2771+2775+3815+4286+51176+5443+5566+5567+64764+7306+7472+7474+7482+818+8321+8322+8324+8325+83439	90	25	11.1951615815129	2.23310756329624	6.32741170374373e-05	0.000591217531068555	111;115;1910;196883;2535;2770;2771;2775;3815;4286;51176;5443;5566;5567;64764;7306;7472;7474;7482;818;8321;8322;8324;8325;83439	PRKACB;POMC;TCF7L1;GNAO1;GNAI1;ADCY4;WNT2B;ADCY5;EDNRB;WNT2;FZD8;KIT;PRKACA;TYRP1;MITF;CREB3L2;FZD1;FZD2;CAMK2G;FZD4;WNT5A;GNAI2;LEF1;ADCY9;FZD7	pathway_KEGG
33	hsa05418	Fluid shear stress and atherosclerosis	http://www.kegg.jp/kegg-bin/show_pathway?hsa05418+10000+1003+10365+1843+2817+2946+3554+3690+3725+3791+4205+4208+4258+4313+4846+5155+5175+5327+5563+5600+5602+60+6383+6401+657+658+7056+7295+857+858+90	123	31	15.300054161401	2.02613661840537	6.86263236726603e-05	0.000621796084185619	10000;1003;10365;1843;2817;2946;3554;3690;3725;3791;4205;4208;4258;4313;4846;5155;5175;5327;5563;5600;5602;60;6383;6401;657;658;7056;7295;857;858;90	MMP2;CDH5;GSTM2;PLAT;SDC2;GPC1;AKT3;NOS3;KLF2;DUSP1;KDR;PECAM1;PDGFB;MAPK11;SELE;JUN;IL1R1;PRKAA2;THBD;CAV2;MAPK10;CAV1;ACVR1;MGST2;TXN;MEF2C;MEF2A;BMPR1A;BMPR1B;ACTB;ITGB3	pathway_KEGG
34	hsa04810	Regulation of actin cytoskeleton	http://www.kegg.jp/kegg-bin/show_pathway?hsa04810+10398+1073+1902+2149+2245+2247+2252+2255+2260+22801+22808+2335+23396+2934+3672+3678+3679+3680+3690+3693+4478+4628+4638+4659+4660+50649+5155+5156+5159+5217+54776+55740+56034+5962+60+623+6237+624+6387+7414+80310+8516+87+8936	199	44	24.7537461635674	1.77750873379962	7.29214539203493e-05	0.000641279844770131	10398;1073;1902;2149;2245;2247;2252;2255;2260;22801;22808;2335;23396;2934;3672;3678;3679;3680;3690;3693;4478;4628;4638;4659;4660;50649;5155;5156;5159;5217;54776;55740;56034;5962;60;623;6237;624;6387;7414;80310;8516;87;8936	PFN2;FGF10;CFL2;PPP1R12A;LPAR1;MYL9;FGF2;ARHGEF4;ACTN1;FN1;BDKRB1;ITGA7;BDKRB2;PPP1R12C;FGF7;PDGFRA;MRAS;RDX;PDGFRB;PDGFD;F2R;MSN;MYLK;MYH10;GSN;PDGFB;PIP5K1C;FGD1;FGFR1;PDGFC;ITGA9;RRAS;ITGA5;ITGB5;VCL;ITGA8;PPP1R12B;ITGA1;CXCL12;WASF1;ITGA11;ACTB;ITGB3;ENAH	pathway_KEGG
35	hsa04014	Ras signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04014+10000+10681+1945+2247+2252+2255+2260+22808+22821+23179+2321+2324+25+2549+25759+2788+2791+284+285+3082+3479+3481+3791+3815+4803+4804+4915+5155+5156+5159+5228+5322+5566+5567+5602+56034+5924+59345+6237+7010+7423+7424+80310+8605+94235	209	45	25.9976530059578	1.73092547968417	0.00011799498518994	0.0010080143020512	10000;10681;1945;2247;2252;2255;2260;22808;22821;23179;2321;2324;25;2549;25759;2788;2791;284;285;3082;3479;3481;3791;3815;4803;4804;4915;5155;5156;5159;5228;5322;5566;5567;5602;56034;5924;59345;6237;7010;7423;7424;80310;8605;94235	PRKACB;FGF10;RGL1;PLA2G4C;PGF;RASGRF2;IGF1;ANGPT2;ANGPT1;FGF2;FLT4;AKT3;IGF2;KIT;PRKACA;NGF;ABL1;VEGFB;FGF7;PDGFRA;GNB5;MRAS;KDR;PDGFRB;PDGFD;PLA2G5;HGF;PDGFB;FLT1;FGFR1;PDGFC;GAB1;GNG7;NTRK2;NGFR;SHC2;RRAS;MAPK10;GNG8;TEK;VEGFC;EFNA4;GNG11;RASA3;GNB4	pathway_KEGG
36	hsa04923	Regulation of lipolysis in adipocytes	http://www.kegg.jp/kegg-bin/show_pathway?hsa04923+10000+111+115+134+154+196883+2167+2770+2771+3667+4852+4881+5566+5567+5592+5733+5742	53	17	6.59270626466871	2.57860722403264	0.000140204018409085	0.00116447226400879	10000;111;115;134;154;196883;2167;2770;2771;3667;4852;4881;5566;5567;5592;5733;5742	PRKACB;GNAI1;FABP4;ADCY4;ADORA1;ADCY5;ADRB2;AKT3;NPY;PRKACA;PTGS1;PTGER3;NPR1;IRS1;PRKG1;GNAI2;ADCY9	pathway_KEGG
37	hsa04260	Cardiac muscle contraction	http://www.kegg.jp/kegg-bin/show_pathway?hsa04260+1329+1337+1345+1351+27092+477+482+6262+6546+70+7168+7169+7171+7388+775+783+784+84701+9377	63	19	7.83661310705904	2.42451678300735	0.00014582522558837	0.00117842547164655	1329;1337;1345;1351;27092;477;482;6262;6546;70;7168;7169;7171;7388;775;783;784;84701;9377	ATP1A2;TPM4;COX5B;TPM1;CACNB2;UQCRH;ACTC1;ATP1B2;COX4I2;CACNB3;COX6A1;SLC8A1;RYR2;COX6C;COX8A;CACNA1C;COX5A;TPM2;CACNG4	pathway_KEGG
38	hsa04072	Phospholipase D signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04072+10000+10411+11069+111+115+1608+1759+185+1902+196883+2149+2206+22808+23396+2549+25759+26052+3815+5155+5156+5159+552+554+56034+56895+5737+6237+80310+8605+8877+9265	130	31	16.1707889510742	1.91703695433739	0.000206341118310416	0.00162357879933722	10000;10411;11069;111;115;1608;1759;185;1902;196883;2149;2206;22808;23396;2549;25759;26052;3815;5155;5156;5159;552;554;56034;56895;5737;6237;80310;8605;8877;9265	LPAR1;PLA2G4C;ADCY4;RAPGEF4;ADCY5;DNM1;AKT3;MS4A2;DGKG;KIT;AVPR1A;PDGFRA;MRAS;PDGFRB;PDGFD;F2R;AVPR2;PDGFB;AGPAT4;PTGFR;PIP5K1C;RAPGEF3;DNM3;PDGFC;GAB1;CYTH3;SHC2;AGTR1;RRAS;SPHK1;ADCY9	pathway_KEGG
39	hsa04390	Hippo signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04390+122786+126374+1742+2535+25937+26524+2736+4092+5054+51176+60+654+657+658+7003+7005+7040+7042+7043+7046+7048+7472+7474+7482+8321+8322+8324+8325+83439+84552+8463+894	136	32	16.9171330565084	1.89157346538035	0.000213184856433735	0.00163441723265863	122786;126374;1742;2535;25937;26524;2736;4092;5054;51176;60;654;657;658;7003;7005;7040;7042;7043;7046;7048;7472;7474;7482;8321;8322;8324;8325;83439;84552;8463;894	TCF7L1;TGFBR1;FRMD6;WNT2B;GLI2;DLG4;CCND2;WNT2;FZD8;TEAD2;TGFB1;SMAD7;TEAD3;SERPINE1;PARD6G;WWTR1;WTIP;TGFB2;FZD1;TGFBR2;FZD2;FZD4;TGFB3;WNT5A;BMPR1A;BMPR1B;TEAD1;LEF1;BMP6;LATS2;ACTB;FZD7	pathway_KEGG
40	hsa05206	MicroRNAs in cancer	http://www.kegg.jp/kegg-bin/show_pathway?hsa05206+1545+23414+25+27086+3371+3667+3678+3690+4082+4325+4854+4855+5155+5156+5159+5243+5292+5328+5962+599+63923+6624+6935+7042+7057+7078+7148+7168+7431+8434+894+9759+9839	144	33	17.9122585304207	1.8423137397194	0.000288581923725162	0.00215714987984558	1545;23414;25;27086;3371;3667;3678;3690;4082;4325;4854;4855;5155;5156;5159;5243;5292;5328;5962;599;63923;6624;6935;7042;7057;7078;7148;7168;7431;8434;894;9759;9839	FOXP1;BCL2L2;TPM1;HDAC4;ZEB2;CCND2;RECK;ABL1;VIM;ZFPM2;NOTCH3;PDGFRA;ABCB1;RDX;PDGFRB;ZEB1;PDGFB;THBS1;TIMP3;TNC;CYP1B1;TGFB2;NOTCH4;IRS1;FSCN1;ITGA5;PIM1;MARCKS;TNXB;PLAU;MMP16;ITGB3;TNN	pathway_KEGG
41	hsa04925	Aldosterone synthesis and secretion	http://www.kegg.jp/kegg-bin/show_pathway?hsa04925+111+115+185+196883+3708+3777+477+482+4881+493+5138+5443+5566+5567+5587+57118+64764+775+818+8536+8912+9586	85	22	10.5732081603177	2.08073081191838	0.000514762502894284	0.00375399971622904	111;115;185;196883;3708;3777;477;482;4881;493;5138;5443;5566;5567;5587;57118;64764;775;818;8536;8912;9586	PRKACB;POMC;ITPR1;ATP2B4;ATP1A2;CAMK1D;CACNA1H;ADCY4;PRKD1;ADCY5;ATP1B2;CAMK1;PRKACA;KCNK3;NPR1;CREB3L2;CREB5;CAMK2G;AGTR1;PDE2A;CACNA1C;ADCY9	pathway_KEGG
42	hsa04540	Gap junction	http://www.kegg.jp/kegg-bin/show_pathway?hsa04540+111+115+1902+196883+2697+2770+2771+2977+3356+3357+3708+5155+5156+5159+5566+5567+5592+56034+7846+80310+84617	81	21	10.0756454233616	2.08423372574316	0.000669101951784601	0.00476336865675228	111;115;1902;196883;2697;2770;2771;2977;3356;3357;3708;5155;5156;5159;5566;5567;5592;56034;7846;80310;84617	PRKACB;ITPR1;GNAI1;LPAR1;ADCY4;ADCY5;TUBA1A;PRKACA;TUBB6;PDGFRA;PDGFRB;PDGFD;GUCY1A2;PDGFB;PDGFC;HTR2A;PRKG1;GNAI2;HTR2B;GJA1;ADCY9	pathway_KEGG
43	hsa04928	Parathyroid hormone synthesis, secretion and action	http://www.kegg.jp/kegg-bin/show_pathway?hsa04928+10893+111+115+196883+2260+2770+2771+3708+408+4205+4208+4209+4323+4325+4326+5141+5144+5566+5567+5744+64764+860+9365+9586	99	24	12.3146777396642	1.94889387342218	0.000817579358861398	0.005685028565106	10893;111;115;196883;2260;2770;2771;3708;408;4205;4208;4209;4323;4325;4326;5141;5144;5566;5567;5744;64764;860;9365;9586	PRKACB;ITPR1;GNAI1;ADCY4;RUNX2;MMP14;ADCY5;PTHLH;PRKACA;ARRB1;PDE4D;CREB3L2;CREB5;FGFR1;PDE4A;KL;MMP17;MEF2D;MEF2C;MEF2A;GNAI2;MMP16;MMP24;ADCY9	pathway_KEGG
44	hsa04392	Hippo signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04392+122786+126374+25937+26524+7003+7005+79633+8463	21	8	2.61220436901968	3.0625475153777	0.00253015200664697	0.0171935329542601	122786;126374;25937;26524;7003;7005;79633;8463	FRMD6;TEAD2;TEAD3;FAT4;WWTR1;WTIP;TEAD1;LATS2	pathway_KEGG
45	hsa05030	Cocaine addiction	http://www.kegg.jp/kegg-bin/show_pathway?hsa05030+111+1742+2354+26086+2770+2771+3725+5566+5567+64764+6571+8787+9586	46	13	5.72197147499549	2.27194421657096	0.00306465396778566	0.020362923030398	111;1742;2354;26086;2770;2771;3725;5566;5567;64764;6571;8787;9586	PRKACB;SLC18A2;GNAI1;DLG4;ADCY5;GPSM1;PRKACA;JUN;CREB3L2;CREB5;FOSB;RGS9;GNAI2	pathway_KEGG
46	hsa04080	Neuroactive ligand-receptor interaction	http://www.kegg.jp/kegg-bin/show_pathway?hsa04080+10203+1136+1268+134+146+1511+154+185+187+1901+1902+1903+1909+1910+2149+2151+2550+2563+2690+2743+2894+2901+2908+3269+3356+3357+3953+5021+5028+552+554+5646+5731+5732+5733+5737+5739+623+624+6865+6915+706+7068+7434+9002+9934	249	46	30.973280375519	1.48515105414401	0.00323791263971618	0.0210464321581552	10203;1136;1268;134;146;1511;154;185;187;1901;1902;1903;1909;1910;2149;2151;2550;2563;2690;2743;2894;2901;2908;3269;3356;3357;3953;5021;5028;552;554;5646;5731;5732;5733;5737;5739;623;624;6865;6915;706;7068;7434;9002;9934	F2RL2;F2RL3;LPAR1;HRH1;GRID1;ADORA1;CTSG;PRSS3;ADRB2;EDNRB;S1PR1;AVPR1A;PTGER2;BDKRB1;VIPR2;TACR2;BDKRB2;GRIK5;CHRNA3;GLRB;ADRA1D;NR3C1;GABBR1;CALCRL;F2R;CNR1;PTGER3;PTGER1;AVPR2;LEPR;PTGFR;HTR2A;P2RY1;S1PR3;THRB;AGTR1;APLNR;EDNRA;GABRD;GHR;PTGIR;TBXA2R;TSPO;HTR2B;OXTR;P2RY14	pathway_KEGG
47	hsa04350	TGF-beta signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04350+1634+3399+3400+3624+4052+4092+4093+654+657+658+7040+7042+7043+7046+7048+7057+8646+90+9241	80	19	9.95125473912259	1.90930696661829	0.00355157556433405	0.0221233561194975	1634;3399;3400;3624;4052;4092;4093;654;657;658;7040;7042;7043;7046;7048;7057;8646;90;9241	LTBP1;TGFBR1;TGFB1;SMAD7;CHRD;THBS1;ID4;TGFB2;ID3;TGFBR2;INHBA;DCN;ACVR1;TGFB3;BMPR1A;BMPR1B;BMP6;NOG;SMAD9	pathway_KEGG
48	hsa04750	Inflammatory mediator regulation of TRP channels	http://www.kegg.jp/kegg-bin/show_pathway?hsa04750+111+115+196883+3269+3356+3357+3479+3554+3708+4803+5566+5567+5600+5602+5732+623+624+818+8605	80	19	9.95125473912259	1.90930696661829	0.00355157556433405	0.0221233561194975	111;115;196883;3269;3356;3357;3479;3554;3708;4803;5566;5567;5600;5602;5732;623;624;818;8605	PRKACB;ITPR1;PLA2G4C;HRH1;ADCY4;IGF1;ADCY5;PTGER2;BDKRB1;PRKACA;NGF;BDKRB2;MAPK11;IL1R1;HTR2A;CAMK2G;MAPK10;HTR2B;ADCY9	pathway_KEGG
49	hsa04713	Circadian entrainment	http://www.kegg.jp/kegg-bin/show_pathway?hsa04713+10681+111+115+196883+2770+2771+2775+2788+2791+2977+3708+5187+5566+5567+5592+59345+6262+775+818+8912+94235	92	21	11.443942949991	1.83503186723039	0.00371947973187159	0.0226964171393797	10681;111;115;196883;2770;2771;2775;2788;2791;2977;3708;5187;5566;5567;5592;59345;6262;775;818;8912;94235	PRKACB;ITPR1;GNAO1;GNAI1;CACNA1H;ADCY4;ADCY5;PRKACA;PER1;GNB5;GUCY1A2;RYR2;GNG7;PRKG1;CAMK2G;CACNA1C;GNAI2;GNG8;GNG11;GNB4;ADCY9	pathway_KEGG
50	hsa04911	Insulin secretion	http://www.kegg.jp/kegg-bin/show_pathway?hsa04911+11069+111+115+116+196883+3778+3779+477+482+5566+5567+6262+64764+6616+6844+775+818+9586	75	18	9.32930131792742	1.92940493468795	0.00398089749901609	0.0238057670441162	11069;111;115;116;196883;3778;3779;477;482;5566;5567;6262;64764;6616;6844;775;818;9586	PRKACB;ATP1A2;ADCY4;SNAP25;RAPGEF4;KCNMB1;ADCY5;ATP1B2;VAMP2;PRKACA;KCNMA1;CREB3L2;CREB5;RYR2;CAMK2G;CACNA1C;ADCYAP1;ADCY9	pathway_KEGG
51	hsa04726	Serotonergic synapse	http://www.kegg.jp/kegg-bin/show_pathway?hsa04726+10411+10681+111+1843+2770+2771+2775+2788+2791+3356+3357+3708+5566+5567+5742+59345+6571+7220+775+8605+94235	93	21	11.56833363423	1.8153003417763	0.00425915329300874	0.0249703300903846	10411;10681;111;1843;2770;2771;2775;2788;2791;3356;3357;3708;5566;5567;5742;59345;6571;7220;775;8605;94235	PRKACB;SLC18A2;ITPR1;GNAO1;GNAI1;PLA2G4C;ADCY5;PRKACA;DUSP1;GNB5;PTGS1;RAPGEF3;GNG7;HTR2A;TRPC1;CACNA1C;GNAI2;GNG8;GNG11;HTR2B;GNB4	pathway_KEGG
52	hsa05224	Breast cancer	http://www.kegg.jp/kegg-bin/show_pathway?hsa05224+10000+2247+2252+2255+2260+2324+23462+23493+2535+25759+26508+28514+3479+3725+3815+4616+4854+4855+51176+54567+7472+7474+7482+8321+8322+8324+8325+83439	137	28	17.0415237407474	1.64304556481942	0.00490005798136595	0.0281753333928542	10000;2247;2252;2255;2260;2324;23462;23493;2535;25759;26508;28514;3479;3725;3815;4616;4854;4855;51176;54567;7472;7474;7482;8321;8322;8324;8325;83439	HEY2;FGF10;TCF7L1;WNT2B;IGF1;FGF2;FLT4;AKT3;WNT2;FZD8;KIT;NOTCH3;FGF7;DLL1;JUN;HEYL;FGFR1;FZD1;NOTCH4;FZD2;SHC2;GADD45B;FZD4;DLL4;WNT5A;LEF1;HEY1;FZD7	pathway_KEGG
53	hsa04310	Wnt signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04310+144165+166336+23002+2535+27123+3725+4776+51176+5176+5566+5567+5602+57216+6422+6423+64321+7472+7474+7482+818+8321+8322+8324+8325+83439+894	125	26	15.548835529879	1.67215094339623	0.00516561080451194	0.0291418420858315	144165;166336;23002;2535;27123;3725;4776;51176;5176;5566;5567;5602;57216;6422;6423;64321;7472;7474;7482;818;8321;8322;8324;8325;83439;894	PRKACB;TCF7L1;SERPINF1;NFATC4;SFRP2;WNT2B;CCND2;WNT2;FZD8;PRKACA;DAAM1;JUN;PRICKLE2;FZD1;PRICKLE1;FZD2;SOX17;CAMK2G;MAPK10;DKK2;FZD4;WNT5A;VANGL2;LEF1;SFRP1;FZD7	pathway_KEGG
54	hsa04670	Leukocyte transendothelial migration	http://www.kegg.jp/kegg-bin/show_pathway?hsa04670+1003+10398+10411+11069+2770+2771+4267+4313+4478+5010+5175+5600+58494+60+6387+7070+7122+7414+83700+87+90952	95	21	11.8171150027081	1.77708349247575	0.00553457386662282	0.0306451404837078	1003;10398;10411;11069;2770;2771;4267;4313;4478;5010;5175;5600;58494;60;6387;7070;7122;7414;83700;87;90952	GNAI1;JAM2;MMP2;RAPGEF4;CDH5;MYL9;CLDN11;CLDN5;ACTN1;MSN;PECAM1;MAPK11;THY1;RAPGEF3;ESAM;VCL;JAM3;GNAI2;CXCL12;ACTB;CD99	pathway_KEGG
55	hsa04550	Signaling pathways regulating pluripotency of stem cells	http://www.kegg.jp/kegg-bin/show_pathway?hsa04550+10000+2247+2260+2535+3399+3400+3479+3572+3624+3670+3977+4093+4211+463+5600+657+658+7472+7474+7482+8321+8322+8324+8325+90	121	25	15.0512727929229	1.66098909666663	0.00659946391413158	0.0358770856422789	10000;2247;2260;2535;3399;3400;3479;3572;3624;3670;3977;4093;4211;463;5600;657;658;7472;7474;7482;8321;8322;8324;8325;90	ZFHX3;WNT2B;IGF1;FGF2;AKT3;ISL1;WNT2;FZD8;MAPK11;ID4;FGFR1;FZD1;ID3;INHBA;FZD2;LIFR;FZD4;ACVR1;MEIS1;WNT5A;BMPR1A;BMPR1B;IL6ST;SMAD9;FZD7	pathway_KEGG
56	hsa04934	Cushing syndrome	http://www.kegg.jp/kegg-bin/show_pathway?hsa04934+111+115+185+196883+2535+2770+2771+3708+3777+5087+51176+5443+5566+5567+64764+7472+7474+7482+775+818+8321+8322+8324+8325+83439+8912+9586	134	27	16.6683516880303	1.61983623248056	0.00691482446405856	0.0369202234777412	111;115;185;196883;2535;2770;2771;3708;3777;5087;51176;5443;5566;5567;64764;7472;7474;7482;775;818;8321;8322;8324;8325;83439;8912;9586	PRKACB;PBX1;POMC;TCF7L1;ITPR1;GNAI1;CACNA1H;ADCY4;WNT2B;ADCY5;WNT2;FZD8;PRKACA;KCNK3;CREB3L2;CREB5;FZD1;FZD2;CAMK2G;AGTR1;FZD4;WNT5A;CACNA1C;GNAI2;LEF1;ADCY9;FZD7	pathway_KEGG
57	hsa04927	Cortisol synthesis and secretion	http://www.kegg.jp/kegg-bin/show_pathway?hsa04927+111+115+185+196883+3708+3777+5087+5443+5566+5567+64764+775+8912+9586	56	14	6.96587831738581	2.00979680696662	0.00721152042180262	0.0378288527389295	111;115;185;196883;3708;3777;5087;5443;5566;5567;64764;775;8912;9586	PRKACB;PBX1;POMC;ITPR1;CACNA1H;ADCY4;ADCY5;PRKACA;KCNK3;CREB3L2;CREB5;AGTR1;CACNA1C;ADCY9	pathway_KEGG
