Tag	logFC	AveExpr	t	P.Value	adj.P.Val	B
SEPTIN11	1.368	5.048	10.541	0	0	41.414
CLDN4	2.847	7.366	10.538	0	0	41.396
BAZ1A	1.17	4.811	10.537	0	0	41.385
SPC24	1.427	3.067	10.534	0	0	41.363
PATL1	1.152	5.916	10.526	0	0	41.299
U2SURP	1.23	4.697	10.52	0	0	41.25
SMC2	1.525	4.159	10.518	0	0	41.229
TOP1MT	1.376	3.631	10.517	0	0	41.225
ILF2	1.176	7.417	10.516	0	0	41.216
CORO7	0.875	2.21	10.515	0	0	41.207
RTKN	1.617	4.767	10.514	0	0	41.197
COA1	0.812	3.102	10.512	0	0	41.183
PIGU	1.281	5.336	10.509	0	0	41.16
CSTF1	1.03	4.46	10.509	0	0	41.158
BZW2	1.348	5.982	10.507	0	0	41.139
NUFIP2	1.126	4.886	10.507	0	0	41.137
TEFM	0.822	2.709	10.505	0	0	41.126
BORA	1.499	2.98	10.502	0	0	41.101
PAQR4	1.937	4.438	10.501	0	0	41.09
MYO1B	1.609	4.306	10.498	0	0	41.07
DPP3	1.322	5.417	10.493	0	0	41.031
LRRC8B	1.28	3.562	10.489	0	0	40.995
ORC1	1.811	3.061	10.486	0	0	40.975
TIGD1	1.293	2.387	10.485	0	0	40.96
ZNF200	0.851	2.159	10.484	0	0	40.955
DTYMK	1.323	4.908	10.483	0	0	40.951
TOP1	1.176	6.802	10.482	0	0	40.936
CDCA7	2.3	5.039	10.472	0	0	40.86
RBM17	0.923	4.86	10.464	0	0	40.794
INTS14	1.015	4.603	10.464	0	0	40.794
NAT9	1.075	3.56	10.463	0	0	40.782
CENPW	1.671	5.005	10.46	0	0	40.761
NAA10	1.05	4.13	10.459	0	0	40.751
CDC6	2.369	3.765	10.456	0	0	40.73
RRP15	1.005	3.223	10.449	0	0	40.676
FAM83H	2.245	6.687	10.449	0	0	40.669
PDCD2L	1.299	3.863	10.446	0	0	40.649
MITD1	0.914	3.251	10.443	0	0	40.623
CXCL16	1.753	7.231	10.442	0	0	40.618
CHTOP	0.858	5.032	10.437	0	0	40.573
DARS2	1.59	4.936	10.433	0	0	40.539
CDT1	2.076	4.439	10.424	0	0	40.475
TMTC4	1.372	3.624	10.42	0	0	40.441
PPM1H	1.94	3.561	10.415	0	0	40.395
ARFGAP1	1.258	4.873	10.411	0	0	40.364
XRN2	1.225	6.358	10.409	0	0	40.351
EED	0.905	2.975	10.408	0	0	40.342
UGGT1	1.101	4.986	10.407	0	0	40.334
DUS4L	0.951	2.232	10.402	0	0	40.297
PLBD2	1.204	5.781	10.402	0	0	40.296
FOXS1	2.133	3.033	10.401	0	0	40.285
MLEC	1.495	6.819	10.399	0	0	40.272
ARL6IP1	1.422	7.289	10.397	0	0	40.252
GPN1	0.867	4.63	10.396	0	0	40.243
RNF149	0.982	4.992	10.395	0	0	40.236
CPSF6	1.094	4.811	10.388	0	0	40.182
NAA15	1.121	4.133	10.383	0	0	40.144
RAE1	1.25	4.403	10.379	0	0	40.104
NOL8	1.095	3.568	10.377	0	0	40.096
NMI	1.281	4.782	10.376	0	0	40.086
BRIP1	1.381	2.059	10.376	0	0	40.085
NVL	0.937	3.417	10.374	0	0	40.065
ESRRG	-1.504	0.701	-10.37	0	0	40.034
CD3EAP	1.208	2.299	10.369	0	0	40.032
PAWR	1.148	3.861	10.362	0	0	39.972
TMEM44	1.252	3.074	10.362	0	0	39.968
ARHGAP39	1.716	3.535	10.361	0	0	39.967
CNOT11	1.033	5.988	10.354	0	0	39.909
NOL6	1.432	4.94	10.345	0	0	39.836
C5orf34	1.311	2.071	10.344	0	0	39.828
FAM111B	1.83	3.34	10.341	0	0	39.8
GINS4	1.416	2.145	10.338	0	0	39.777
PDIA3	1.202	8.449	10.337	0	0	39.772
MMS22L	1.036	1.635	10.337	0	0	39.77
RAB3IP	1.476	3.011	10.332	0	0	39.731
RHBDF2	1.583	4.315	10.331	0	0	39.725
HPRT1	1.233	5.819	10.329	0	0	39.707
MAP4K4	1.27	4.909	10.328	0	0	39.696
PTPN12	1.291	5.421	10.326	0	0	39.679
UTP15	1.017	2.828	10.321	0	0	39.644
MTF2	0.997	3.407	10.319	0	0	39.63
SF3B4	0.987	7.109	10.319	0	0	39.628
GABRD	1.642	1.88	10.316	0	0	39.606
TRIM27	0.948	4.467	10.316	0	0	39.601
NCAPD2	1.554	5.612	10.312	0	0	39.573
MMP11	3.317	4.483	10.312	0	0	39.573
TTF2	1.236	3.011	10.311	0	0	39.565
ZNF761	1.498	3.465	10.308	0	0	39.538
XPO5	1.58	4.434	10.301	0	0	39.481
MND1	1.569	2.831	10.3	0	0	39.473
OIP5	1.655	3.261	10.298	0	0	39.461
SMC4	1.59	4.59	10.298	0	0	39.456
PSMB2	0.914	6.518	10.291	0	0	39.4
SMC6	1.025	3.329	10.286	0	0	39.363
NSUN2	1.278	5.03	10.284	0	0	39.344
ADAP1	1.711	4.325	10.282	0	0	39.332
ARL6IP6	1.078	4.148	10.28	0	0	39.312
EIF3B	1.147	5.827	10.278	0	0	39.297
ETV6	1.032	4.877	10.278	0	0	39.295
PPIH	0.973	5.486	10.277	0	0	39.294
CDK2	1.257	4.377	10.275	0	0	39.273
CCDC34	1.518	3.769	10.274	0	0	39.267
PTTG1	1.889	5.117	10.273	0	0	39.262
THUMPD2	0.912	2.946	10.268	0	0	39.218
ZNF7	0.874	2.621	10.264	0	0	39.184
C2orf15	1.257	2.259	10.254	0	0	39.105
LIN9	1.227	2.942	10.253	0	0	39.102
DDX27	1.29	5.152	10.253	0	0	39.096
NCAPD3	1.479	3.733	10.247	0	0	39.053
TRMU	1.028	2.817	10.247	0	0	39.049
UTP20	1.281	3.315	10.245	0	0	39.033
SEH1L	1.177	3.618	10.244	0	0	39.028
RHPN1	1.807	3.287	10.243	0	0	39.021
AUNIP	1.477	2.306	10.243	0	0	39.018
PFDN2	1.076	6.973	10.242	0	0	39.01
PEBP4	-1.225	0.58	-10.242	0	0	39.009
TTLL4	1.373	3.793	10.238	0	0	38.978
TIMP1	1.954	9.564	10.237	0	0	38.974
YWHAB	1.004	8.391	10.235	0	0	38.953
CASK	1.397	4.613	10.234	0	0	38.947
IVNS1ABP	1.418	5.49	10.233	0	0	38.937
TMEM33	1.202	4.852	10.232	0	0	38.933
SLC37A3	1.024	3.382	10.23	0	0	38.913
HDAC8	0.804	2.913	10.228	0	0	38.896
GART	1.204	4.662	10.225	0	0	38.878
FUBP1	1.064	5.359	10.221	0	0	38.844
CCT5	1.344	6.28	10.221	0	0	38.839
CHD7	1.32	3.194	10.219	0	0	38.826
SF3B3	1.22	5.352	10.218	0	0	38.822
SNX8	1.209	4.12	10.215	0	0	38.799
ELAVL1	0.856	4.953	10.215	0	0	38.796
BRCA1	1.517	3.06	10.214	0	0	38.786
TMEM199	0.723	2.926	10.212	0	0	38.774
PIK3AP1	1.989	4.239	10.21	0	0	38.758
FBXO5	1.288	3.18	10.21	0	0	38.755
NOLC1	1.387	6.321	10.209	0	0	38.744
DPM2	1.035	5.455	10.208	0	0	38.738
POLQ	1.605	2.175	10.208	0	0	38.737
C16orf89	-2.82	2.126	-10.207	0	0	38.732
XPOT	1.378	5.061	10.205	0	0	38.714
PSMA3	0.925	5.897	10.202	0	0	38.694
SRSF11	0.938	5.291	10.195	0	0	38.635
FMNL2	1.478	4.237	10.187	0	0	38.575
RBM28	1.016	2.711	10.187	0	0	38.574
CEMIP2	1.66	4.942	10.187	0	0	38.573
HMGXB4	0.904	3.995	10.183	0	0	38.539
PSMA1	0.982	5.724	10.183	0	0	38.538
ACTR5	1.171	3.734	10.181	0	0	38.522
SFPQ	0.963	6.37	10.18	0	0	38.517
TMEM69	0.889	5.298	10.178	0	0	38.497
SRRT	1.054	5.697	10.172	0	0	38.453
POLR1A	1.22	4.069	10.17	0	0	38.438
GPATCH2	0.88	2.578	10.169	0	0	38.432
MTIF2	1.076	4.785	10.168	0	0	38.424
CKMT2	-1.625	1.271	-10.162	0	0	38.371
DCAF7	1.047	5.813	10.161	0	0	38.367
PLP1	-1.92	0.827	-10.161	0	0	38.362
EIF2S2	1.046	6.874	10.158	0	0	38.337
ZNF207	0.882	4.836	10.156	0	0	38.329
RPAP3	0.99	3.939	10.156	0	0	38.328
CDC25B	1.883	5.971	10.155	0	0	38.314
TRNT1	0.886	2.951	10.154	0	0	38.311
SMS	1.173	6.577	10.142	0	0	38.212
C19orf48	1.56	5.313	10.142	0	0	38.211
MRPL47	1.089	6.068	10.141	0	0	38.207
SPOUT1	0.921	4.144	10.139	0	0	38.19
FKBP9	1.251	5.73	10.138	0	0	38.184
B3GNTL1	0.868	1.579	10.137	0	0	38.175
TGIF2	1.404	4.322	10.13	0	0	38.122
NT5C3A	1.27	4.974	10.129	0	0	38.107
MCM6	1.369	5.011	10.123	0	0	38.064
ADAM10	1.261	4.377	10.123	0	0	38.06
RABGGTB	1.009	4.181	10.121	0	0	38.05
DNAJC10	1.139	4.12	10.119	0	0	38.032
ARHGAP8	1.212	1.58	10.119	0	0	38.031
POLR3K	1.12	4.031	10.118	0	0	38.026
HUS1	0.971	3.779	10.117	0	0	38.017
GMPS	1.179	4.536	10.115	0	0	38.002
EPHB4	1.562	5.519	10.115	0	0	38
NUP42	0.95	3.845	10.115	0	0	37.999
COL5A2	2.272	5.871	10.109	0	0	37.955
GNL3	1.288	5.676	10.108	0	0	37.943
ERCC6L	1.468	2.161	10.105	0	0	37.921
BBC3	1.597	3.794	10.104	0	0	37.911
DERL1	0.937	5.039	10.103	0	0	37.907
DIAPH3	1.477	2.521	10.103	0	0	37.905
CNOT10	0.919	3.986	10.103	0	0	37.905
TIMM17A	0.968	5.282	10.103	0	0	37.905
TCF3	1.371	5.445	10.1	0	0	37.884
ATR	1.319	3.007	10.095	0	0	37.84
MAGOHB	0.98	3.303	10.095	0	0	37.838
DAGLB	0.863	3.552	10.094	0	0	37.83
TRPM2	1.632	2.739	10.093	0	0	37.826
POGLUT1	0.874	3.001	10.09	0	0	37.805
SNRPF	1.273	5.552	10.086	0	0	37.768
IKBIP	1.118	3.211	10.085	0	0	37.758
MRPS17	1.016	3.73	10.083	0	0	37.746
ATXN2L	1.178	6.24	10.076	0	0	37.691
FTSJ1	1.004	5.296	10.076	0	0	37.689
MSI2	1.168	3.537	10.071	0	0	37.65
TDG	1.057	3.922	10.068	0	0	37.625
LARP1	1.144	6.336	10.066	0	0	37.615
ADAMTS14	1.856	2.493	10.066	0	0	37.611
CHORDC1	1.188	2.938	10.066	0	0	37.61
ENTPD6	1.415	5.554	10.064	0	0	37.595
BAZ1B	1.009	5.64	10.062	0	0	37.578
ITPA	1.108	5.609	10.061	0	0	37.569
C12orf73	0.855	2.705	10.059	0	0	37.555
STK4	1.157	4.508	10.054	0	0	37.516
PTGES3	1.079	7.62	10.054	0	0	37.515
TMEM201	1.37	3.678	10.053	0	0	37.512
PRKDC	1.591	5.433	10.052	0	0	37.5
LYN	1.54	5.19	10.05	0	0	37.487
KLHDC4	0.921	2.684	10.049	0	0	37.475
NUP160	1.233	4.273	10.044	0	0	37.439
FUS	1.011	5.699	10.043	0	0	37.428
HAUS8	0.837	2.243	10.042	0	0	37.421
BRI3BP	1.538	4.789	10.038	0	0	37.393
USP14	1.096	5.184	10.036	0	0	37.372
WDR12	1.078	3.195	10.034	0	0	37.36
RANBP1	1.213	5.801	10.031	0	0	37.333
LTV1	1.052	4.697	10.028	0	0	37.31
ZC3H3	1.173	5.199	10.028	0	0	37.31
LSM8	1.084	3.657	10.025	0	0	37.291
KHDRBS1	0.835	6.738	10.025	0	0	37.291
HSP90B1	1.165	8.773	10.024	0	0	37.283
TASOR2	1.199	4.257	10.021	0	0	37.261
IGF2BP2	2.195	4.778	10.021	0	0	37.26
MAK16	1.103	3.597	10.021	0	0	37.257
CFAP157	0.98	1.474	10.018	0	0	37.236
WDR5B	0.965	2.783	10.018	0	0	37.233
CCDC86	1.335	5.289	10.016	0	0	37.221
FBXO22	0.814	2.708	10.015	0	0	37.21
NDUFAF6	0.931	2.583	10.009	0	0	37.161
LSR	1.896	7.96	10.008	0	0	37.156
MCM7	1.675	6.061	10.008	0	0	37.155
ADAMTS12	2.163	2.715	10.005	0	0	37.128
HNRNPU	1.057	6.786	10.002	0	0	37.107
PPAN	0.984	2.649	10.002	0	0	37.105
CCDC14	1.337	3.082	10	0	0	37.093
ATAT1	1.18	3.459	10	0	0	37.088
GAR1	1.078	4.668	9.996	0	0	37.061
TDP1	0.982	3.01	9.993	0	0	37.035
METAP2	0.84	5.719	9.992	0	0	37.031
ACYP1	1.259	3.49	9.992	0	0	37.03
SNRPB	1.273	8.789	9.992	0	0	37.029
NFKBIE	1.425	4.523	9.992	0	0	37.028
C12orf75	2.146	6.114	9.992	0	0	37.027
PABPC1L	2.109	3.19	9.991	0	0	37.024
PLXNA1	1.571	4.64	9.991	0	0	37.02
TRMT1	1.049	4.321	9.99	0	0	37.014
CACYBP	1.153	5.306	9.99	0	0	37.011
SLC12A7	1.728	5.967	9.99	0	0	37.01
RNASEH2A	1.43	4.729	9.984	0	0	36.963
RNF114	1.049	5.709	9.981	0	0	36.942
SEC11A	0.851	5.157	9.978	0	0	36.914
ANAPC7	0.898	4.024	9.977	0	0	36.911
E2F7	1.652	2.218	9.975	0	0	36.898
SNX5	1.067	5.094	9.975	0	0	36.894
PHF20L1	0.915	3.091	9.972	0	0	36.874
PTCD3	1.055	4.039	9.972	0	0	36.869
TAF2	1.15	4.348	9.967	0	0	36.833
CCT3	1.149	7.144	9.966	0	0	36.827
IWS1	0.904	4.983	9.965	0	0	36.812
CCDC18	1.005	1.916	9.963	0	0	36.798
TRIAP1	1.01	5.152	9.962	0	0	36.793
NLN	1.136	3.042	9.96	0	0	36.78
F11R	1.456	5.524	9.958	0	0	36.76
CD276	1.494	5.304	9.957	0	0	36.754
ACBD6	0.854	3.347	9.957	0	0	36.75
GEMIN2	0.856	2.797	9.956	0	0	36.745
SCNM1	0.849	4.424	9.953	0	0	36.719
PTBP3	1.371	6.023	9.952	0	0	36.716
EEF1E1	1.227	4.135	9.951	0	0	36.704
ATP2A2	1.186	6.299	9.947	0	0	36.678
UBFD1	1.156	3.976	9.947	0	0	36.676
SRSF6	1.011	6.267	9.946	0	0	36.667
BRMS1	1.057	5.191	9.944	0	0	36.649
PLAU	2.193	5.524	9.942	0	0	36.636
ZDHHC24	0.939	3.561	9.936	0	0	36.589
DAP3	0.878	5.533	9.935	0	0	36.583
MISP	2.784	7.23	9.934	0	0	36.573
CCT2	1.457	6.228	9.933	0	0	36.568
MSTO1	1.016	2.793	9.931	0	0	36.547
HPCAL4	-0.782	0.342	-9.93	0	0	36.538
SH3GL2	-1.041	0.417	-9.929	0	0	36.537
RNFT2	1.496	2.061	9.929	0	0	36.534
GPR89A	0.769	1.755	9.925	0	0	36.505
TMC6	1.46	4.312	9.923	0	0	36.483
ATP4A	-3.575	1.099	-9.922	0	0	36.478
VCPIP1	1.018	3.521	9.922	0	0	36.475
MPZL1	0.992	5.923	9.921	0	0	36.473
BROX	1.001	5.211	9.918	0	0	36.444
CCNJ	1.194	2.933	9.916	0	0	36.432
NUP35	0.968	3.38	9.913	0	0	36.41
XPO6	1.06	5.38	9.913	0	0	36.409
RAD21	1.262	6.551	9.913	0	0	36.408
VARS	1.302	5.698	9.912	0	0	36.401
FCHO1	1.723	2.895	9.911	0	0	36.394
PSME3	1.033	6.318	9.909	0	0	36.374
MORC2	1.108	4.125	9.898	0	0	36.293
TMEM81	0.845	1.96	9.889	0	0	36.223
CHD1L	1.017	4.968	9.889	0	0	36.216
GCA	1.058	4.119	9.888	0	0	36.209
ATP13A1	1.115	5.095	9.887	0	0	36.208
SUZ12	1.147	4.524	9.886	0	0	36.198
ADAMTS2	2.486	4.103	9.88	0	0	36.152
RNPS1	0.902	5.332	9.879	0	0	36.142
BRD9	0.914	3.312	9.878	0	0	36.137
POLR2H	1.055	5.231	9.874	0	0	36.104
CADM3	-2.157	1.332	-9.874	0	0	36.101
ZNF217	1.503	4.9	9.87	0	0	36.075
MAPKAPK5	0.803	2.997	9.865	0	0	36.032
RDH12	-1.865	1.167	-9.864	0	0	36.024
GTF2E1	0.944	3.265	9.864	0	0	36.022
SLC12A9	1.253	4.024	9.863	0	0	36.013
CEP135	0.986	2.172	9.86	0	0	35.993
CHDH	1.758	3.698	9.86	0	0	35.992
IRF3	1.015	4.932	9.859	0	0	35.983
PSMD13	0.864	5.592	9.852	0	0	35.929
PHKG2	0.815	3.309	9.851	0	0	35.924
SRM	1.136	7.244	9.85	0	0	35.914
KPNB1	0.96	6.485	9.844	0	0	35.864
FAM122B	1.352	4.615	9.843	0	0	35.864
POLE3	0.979	5.955	9.842	0	0	35.855
GXYLT1	1.031	2.852	9.842	0	0	35.849
THADA	0.949	3.108	9.841	0	0	35.847
CFAP298	0.896	3.673	9.84	0	0	35.837
HDGF	1.184	7.965	9.837	0	0	35.816
PTDSS1	1.13	5.104	9.837	0	0	35.812
PSMA4	0.957	5.368	9.836	0	0	35.806
HSPH1	1.608	5.396	9.835	0	0	35.8
ADSS	0.924	5.218	9.835	0	0	35.798
TTC27	0.951	3.806	9.834	0	0	35.791
EXOSC2	1.041	3.894	9.833	0	0	35.78
RPF2	1.024	4.357	9.827	0	0	35.739
USP39	0.86	5.104	9.824	0	0	35.712
ADAR	1.217	6.895	9.822	0	0	35.698
CEP83	0.975	2.214	9.822	0	0	35.696
PGAM5	1.283	5.102	9.821	0	0	35.689
ORMDL1	0.818	4.295	9.821	0	0	35.687
H2AFY	0.895	4.909	9.819	0	0	35.674
NSD2	1.313	3.681	9.815	0	0	35.644
ZNF587B	1.158	2.891	9.814	0	0	35.637
RPN2	1.269	8.556	9.812	0	0	35.619
P2RX2	-1.132	0.522	-9.811	0	0	35.61
ATP2C1	1.165	5.048	9.81	0	0	35.603
TMC7	1.731	2.899	9.81	0	0	35.599
TNFRSF10A	1.451	4.009	9.809	0	0	35.594
SLC35A2	1.249	5.205	9.806	0	0	35.574
FASTKD3	1.013	3.206	9.802	0	0	35.544
TMEM68	1.033	2.977	9.802	0	0	35.539
FGFR4	2.548	4.866	9.801	0	0	35.536
TMEM87B	1.118	5.274	9.798	0	0	35.513
RBM19	0.978	3.771	9.798	0	0	35.507
ZMYND19	1.151	4.296	9.797	0	0	35.505
EIF3J	0.857	5.933	9.797	0	0	35.501
LRRC58	1.134	4.799	9.794	0	0	35.48
HSPBAP1	0.873	2.334	9.794	0	0	35.476
STX6	0.956	4.081	9.789	0	0	35.442
PFAS	1.276	3.603	9.787	0	0	35.427
TAF4	1.167	3.6	9.785	0	0	35.412
NUFIP1	1.042	3.114	9.784	0	0	35.404
WDFY1	1.147	5.12	9.783	0	0	35.391
PRPF4	1.104	4.787	9.778	0	0	35.356
TASP1	1.019	3.445	9.776	0	0	35.341
ATAD3B	1.288	2.998	9.776	0	0	35.338
DHX9	1.096	6.341	9.774	0	0	35.325
PPRC1	1.198	4.933	9.773	0	0	35.316
SLC6A6	1.469	4.506	9.771	0	0	35.302
LCLAT1	1.134	3.379	9.77	0	0	35.292
LOXL2	1.755	4.765	9.769	0	0	35.288
ANKLE2	0.989	3.558	9.769	0	0	35.287
CFD	-2.621	5.661	-9.768	0	0	35.277
MNX1	1.577	2.476	9.767	0	0	35.266
NONO	0.99	7.266	9.764	0	0	35.249
RACGAP1	1.522	4.776	9.762	0	0	35.226
ILF3	1.088	5.787	9.761	0	0	35.219
NAA40	1.137	3.741	9.758	0	0	35.202
POMP	1.019	7.621	9.758	0	0	35.197
NME2	1.155	5.667	9.755	0	0	35.175
SPG21	0.802	5.671	9.752	0	0	35.156
DDX46	0.832	4.651	9.752	0	0	35.15
RANGAP1	1.133	5.618	9.746	0	0	35.106
RBM45	0.636	2.412	9.738	0	0	35.041
R3HDM1	1.019	3.97	9.737	0	0	35.033
TFDP1	1.191	6.287	9.736	0	0	35.031
RPL7L1	1.122	5.058	9.735	0	0	35.017
CIAO2A	1.002	5.385	9.734	0	0	35.011
SKP2	1.602	4.404	9.733	0	0	35.009
ODR4	1.022	4.333	9.733	0	0	35.005
MFHAS1	1.425	4.76	9.731	0	0	34.989
HSPA5	1.115	8.692	9.73	0	0	34.984
SNRNP70	0.889	6.058	9.729	0	0	34.973
SETDB1	1.013	3.917	9.727	0	0	34.955
ANKRD10	1.256	5.389	9.726	0	0	34.949
LYVE1	-2.005	2.032	-9.722	0	0	34.919
EXOSC8	1.039	4.217	9.72	0	0	34.903
MTG1	0.916	2.442	9.718	0	0	34.889
UBE2Q1	0.847	5.603	9.716	0	0	34.875
FKBP1A	0.892	8.058	9.715	0	0	34.867
CIT	1.319	2.788	9.713	0	0	34.851
HSPA14	1.064	4.048	9.712	0	0	34.845
PPME1	0.92	4.357	9.711	0	0	34.837
CHAF1B	1.331	2.819	9.711	0	0	34.835
SNRPA	0.885	6.299	9.707	0	0	34.802
PPHLN1	0.787	3.294	9.706	0	0	34.793
RBM25	1.026	4.989	9.705	0	0	34.791
NOC4L	1.116	5.376	9.705	0	0	34.789
PASK	1.106	2.206	9.704	0	0	34.784
WDYHV1	0.974	3.702	9.702	0	0	34.765
ACTR2	0.909	7.256	9.699	0	0	34.744
FPGS	1.01	5.378	9.699	0	0	34.742
GTF3C2	0.914	4.921	9.698	0	0	34.732
RPIA	1.197	5.059	9.695	0	0	34.708
CENPH	1.349	3.25	9.692	0	0	34.69
NARS2	1.153	3.844	9.691	0	0	34.682
E2F6	0.905	2.893	9.69	0	0	34.67
MIS18A	1.321	4.245	9.689	0	0	34.664
ANAPC5	0.885	4.38	9.686	0	0	34.639
DPM1	1.009	6.512	9.682	0	0	34.609
ABCF1	0.992	5.821	9.681	0	0	34.606
NFATC2IP	0.879	4.55	9.68	0	0	34.598
NOC3L	1.181	3.595	9.68	0	0	34.597
SLC8B1	1.107	4.047	9.679	0	0	34.59
HDAC10	0.882	2.6	9.672	0	0	34.535
PPP4R2	0.998	4.544	9.672	0	0	34.532
TBL2	1.042	4.609	9.668	0	0	34.506
PYCR3	1.408	3.883	9.667	0	0	34.496
TICRR	1.638	2.522	9.665	0	0	34.483
MYO19	1.226	3.498	9.664	0	0	34.471
ZSWIM4	1.382	4.07	9.661	0	0	34.45
THEM6	1.609	5.927	9.661	0	0	34.447
COL10A1	3.644	3.565	9.66	0	0	34.438
HNRNPF	1.013	7.677	9.657	0	0	34.417
HS2ST1	1.162	3.987	9.656	0	0	34.408
KHDC4	1.157	4.257	9.655	0	0	34.405
TMEM62	1.215	3.998	9.653	0	0	34.39
EFNA4	1.407	4.704	9.653	0	0	34.386
MAMDC2	-2.496	1.776	-9.653	0	0	34.385
PRPF38B	0.869	5.003	9.651	0	0	34.372
PTCD1	0.95	2.209	9.649	0	0	34.358
SELENOF	0.782	7.316	9.646	0	0	34.331
FAAP24	1.078	2.519	9.645	0	0	34.328
GATC	0.958	4.042	9.645	0	0	34.322
SLC25A17	0.876	3.705	9.641	0	0	34.296
CENPM	1.708	3.962	9.641	0	0	34.291
DNAJB11	1.129	4.949	9.637	0	0	34.266
ZNF239	1.428	2.817	9.637	0	0	34.26
DHX33	1.061	3.685	9.636	0	0	34.255
FXYD1	-1.42	1.039	-9.628	0	0	34.193
THOC6	1.027	4.961	9.621	0	0	34.14
SMPD4	1.088	4.916	9.62	0	0	34.134
ATP4B	-3.985	1.419	-9.618	0	0	34.114
CDH24	1.3	3.086	9.614	0	0	34.089
PUS7L	0.997	2.792	9.61	0	0	34.056
PRPF3	0.989	4.117	9.61	0	0	34.052
SPAST	1.025	3.88	9.608	0	0	34.038
GNL3L	1.118	5.162	9.608	0	0	34.038
PYCR1	1.943	6.032	9.607	0	0	34.032
NOM1	1.022	3.36	9.604	0	0	34.012
SHQ1	0.829	3.132	9.604	0	0	34.009
RAN	1.063	6.972	9.603	0	0	34.003
AGPS	1.031	4.301	9.602	0	0	33.994
MFSD14B	1.009	5.786	9.601	0	0	33.989
TFCP2	0.885	4.82	9.601	0	0	33.985
RBMX2	0.881	4.795	9.598	0	0	33.963
DAZAP1	0.901	5.088	9.597	0	0	33.956
FKTN	1.058	3.283	9.595	0	0	33.94
PAPOLA	0.862	5.532	9.595	0	0	33.936
NEK8	0.927	2.224	9.592	0	0	33.917
SNRPB2	1.131	5.98	9.592	0	0	33.916
HDAC2	0.981	4.08	9.592	0	0	33.915
DPP9	0.929	5.109	9.591	0	0	33.91
ZNF587	1.215	3.672	9.589	0	0	33.894
ZHX1-C8orf76	0.717	1.094	9.587	0	0	33.882
DHX15	1.081	5.348	9.587	0	0	33.875
PPIA	0.923	8.37	9.586	0	0	33.87
RPP38	0.814	4.319	9.586	0	0	33.87
POGK	1.058	4.647	9.585	0	0	33.86
MFSD13A	1.193	3.328	9.582	0	0	33.84
FAF2	0.988	5.035	9.581	0	0	33.83
CCDC138	1.07	1.954	9.58	0	0	33.827
PTK2	1.019	4.512	9.58	0	0	33.826
CXorf38	1.11	3.529	9.579	0	0	33.819
CCDC137	1.07	4.44	9.575	0	0	33.787
LAMC2	2.583	5.712	9.574	0	0	33.776
POC1A	1.497	3.648	9.571	0	0	33.755
CARMIL1	1.376	4.42	9.563	0	0	33.691
YRDC	0.998	4.47	9.563	0	0	33.69
METTL21A	0.874	2.687	9.557	0	0	33.65
ABL2	1.091	3.138	9.556	0	0	33.639
ZNF138	1.011	3.259	9.555	0	0	33.632
ERI1	1.251	3.325	9.554	0	0	33.627
SCLY	0.633	1.11	9.554	0	0	33.626
ZNF473	1.049	2.586	9.553	0	0	33.617
SERINC5	1.41	4.684	9.551	0	0	33.599
HMGN1	1.026	5.938	9.55	0	0	33.596
TMEM39A	0.979	4.029	9.55	0	0	33.592
WDR34	1.301	5.998	9.549	0	0	33.589
MARS2	1.197	3.641	9.548	0	0	33.579
TRAIP	1.252	2.325	9.548	0	0	33.578
ISG20L2	0.994	4.761	9.547	0	0	33.568
PAXIP1	0.972	2.986	9.546	0	0	33.565
NUP155	1.378	4.049	9.545	0	0	33.557
FBXL6	1.413	4.659	9.544	0	0	33.551
PPA1	1.15	6.355	9.541	0	0	33.523
PI16	-3.044	2.082	-9.54	0	0	33.521
RABIF	0.739	4.325	9.536	0	0	33.488
PRAG1	1.591	4.821	9.535	0	0	33.476
DESI2	1.064	4.843	9.534	0	0	33.474
KCTD13	0.995	3.31	9.534	0	0	33.47
AP3M2	1.115	2.952	9.531	0	0	33.451
SPRTN	0.856	2.775	9.531	0	0	33.45
PRMT3	1.071	3.237	9.53	0	0	33.44
SMARCD1	1.023	5.184	9.529	0	0	33.437
HNRNPR	0.907	5.414	9.527	0	0	33.419
RFC5	1.122	4.064	9.526	0	0	33.413
MET	2.123	5.223	9.525	0	0	33.403
TESMIN	1.459	2.004	9.524	0	0	33.393
ACP1	0.884	5.396	9.523	0	0	33.385
THY1	2.047	5.349	9.516	0	0	33.337
CIAO1	0.819	5.409	9.516	0	0	33.333
FNDC3B	1.232	4.672	9.516	0	0	33.331
JADE3	1.169	3.243	9.513	0	0	33.312
CANX	1.065	7.968	9.51	0	0	33.291
UTP23	0.919	3.593	9.508	0	0	33.276
TADA1	0.844	3.915	9.507	0	0	33.266
LRPPRC	1.186	5.607	9.506	0	0	33.261
PLA2G15	1.115	3.761	9.506	0	0	33.255
CNOT2	0.858	3.806	9.5	0	0	33.216
RIOK1	0.977	4.043	9.5	0	0	33.213
NLK	0.939	3.617	9.499	0	0	33.201
ZNF765	0.905	1.953	9.495	0	0	33.171
ANKZF1	0.925	3.585	9.494	0	0	33.165
SF3A3	0.83	5.19	9.489	0	0	33.129
GPX3	-2.245	5.394	-9.489	0	0	33.129
RAD54B	0.704	0.953	9.488	0	0	33.121
MRM1	1.206	3.654	9.488	0	0	33.118
